INPUT,REFERENCE,MACHINE_TRANSLATION,BLEU_SCORE
Ket ti balitoc ken pirac nga alalicamen met ti balay ti Dios nga innala idi ni Nabucodonosor iti templo nga adda idi idiay Jerusalem ket inyegna iti templo ti Babilonia dagitoy ni Ciro nga ari inruarna iti templo ti Babilonia ket inyawatna gitoy inruar ni Ciro nga ari iti templo ti Babilonia ket inyawatna ida iti maysa a managan iti Sesbassar isu a pinaggobernadorna,at ang ginto at pilak na mga sisidlan rin naman sa bahay ng dios na inilabas ni nabucodonosor sa templo na nasa jerusalem at nangadala sa loob ng templo ng babilonia ang mga yaon ay inilabas sa templo ng babilonia ni ciro na hari at ibinigay sa isang nagngangalang sesbassar na siya niyang ginawang tagapamahala,at ang ginto sa pilak na alalicamen din ang bahay ang dios na innala nang si nabucodonosor sa templo na nagkaroon nang sa jerusalem at dinala sa templo ang babilonia ito si ciro na oh inilabas sa templo ang babilonia at inyawatna gitoy inruar si ciro na oh sa templo ang babilonia at inyawatna sila sa isa na pangalan sa sesbassar kaniyang na pinaggobernadorna,0.638034848425505
Ket kinunana kencuana Alaem dagitoy nga alalicamen inca icabilmo ida idiay templo nga adda idiay Jerusalem ket bayam a mabangon ti balay ti Dios iti dissona,at sinabi niya sa kaniya kunin mo ang mga sisidlang ito ikaw ay yumaon ipagpasok mo sa templo na nasa jerusalem at ipahintulot mo na matayo ang bahay ng dios sa kaniyang dako,at sinabi kaniya sinasabi ito na alalicamen kang ilagay sila sa templo na nagkaroon sa jerusalem at sabi na hindi ang bahay ang dios sa kaniyang,0.5725319127128655
Idin immay daytoy met laeng a Sesbassar ket incabilna dagiti cimiento ti balay ti Dios nga adda idiay Jerusalem ket nanipud iti daydi a tiempo agingga met laeng ita mabangbangon pay laeng ket nupay casta di pay la nalpas,nang magkagayoy naparoon ang sesbassar na yaon at inilagay ang mga tatagangbaon ng bahay ng dios na nasa jerusalem at mula sa panahong yaon hanggang ngayon ay itinatayo at hindi pa yari,hindi lunos ito kaniyang at na sesbassar at inilagay ang cimiento ang bahay ang dios na nagkaroon sa jerusalem at nagsugo sa yaon na yaon sarid kaniyang at ngayon mabangbangon pa at at gayon may baka pa hindi matapos,0.5979387499874296
Ita ngarud no naimbag coma iti ari maaramid coma ti panagsukimat iti balay ti gameng ti ari nga adda idiay Babilonia no casta a naaramid idi ti maysa a bilin gapu ken Ciro nga ari a mangbangon itoy a balay ti Dios idiay Jerusalem ket ibaon coma cadacami ti ari ti pacaayayoanna a maipapan itoy a panggep,ngayon nga kung inaakalang mabuti ng hari magsagawa ng pagsaliksik sa bahay na ingatangyaman ng hari na nandiyan sa babilonia kung gayon nga na nagpasiya si ciro na hari na itayo ang bahay na ito ng dios sa jerusalem at ipasabi sa amin ng hari ang kaniyang kalooban tungkol sa bagay na ito ,ngayon mo at mabuting ang sa hari apoy ang ang panagsukimat sa bahay ang gameng ang hari na nagkaroon sa babilonia at may na naaramid nang ang isa na panginoon dahil sa ciro na oh na yaon magkaasawa na bahay ang dios sa jerusalem at ibaon ang amin ang hari ang pacaayayoanna na pagtawid magkaasawa na bagay,0.589502416423425
Idin ni Dario nga ari nangaramid ti maysa a bilin ket naaramid ti panagbiruc idiay balay dagiti liblibro idiay pagidulinan cadagiti gamgameng sadi Babilonia,nang magkagayoy si dario na hari ay gumawa ng pasiya at ang pagsaliksik ay isinagawa sa bahay ng mga aklat na kinalalagyan ng mga kayamanan sa babilonia,sinabi si dario na oh gumawa ang isa na panginoon at nangyari ang panagbiruc sa iyong ang liblibro sa pagidulinan sa gamgameng israel babilonia,0.4815993030568648
Ket nasaracan iti Acmetta idiay palacio nga adda idiay provincia ti Media ti sangcalucot isu a nacaisuratan idi ti castoy a pacalaglagipan,at nasumpungan sa achmetta sa bahayhari na nasa lalawigan ng media ang isang ikid at dooy nasusulat ang ganito na pinakaalaala,at masumpungan sa acmetta sa bahay na nagkaroon sa provincia ang media ang sangcalucot kaniyang na nacaisuratan nang ang ninyo na aklat,0.5384854575938631
Iti umuna a tawen ni ari Ciro Ni ari Ciro nangaramid iti maysa a bilin Maipapan iti balay ti Dios idiay Jerusalem mabangon coma ti balay a saad a pagidataganda cadagiti datdaton ket maisaad a sititibker dagiti cimiento ti catayagna innem a pulo a sico ket innem a pulo a sico ti caacabana,nang unang taon ni ciro na hari si ciro na hari ay gumawa ng pasiya tungkol sa bahay ng dios sa jerusalem ipahintulot na matayo ang bahay ang dako na kanilang pinaghahandugan ng mga hain at ipahintulot na malagay na matibay ang mga tatagangbaon ang taas niyaoy anim na pung siko at ang luwang niyaoy anim na pung siko ,sa una na taon si hari ciro si hari ciro gumawa sa isa na panginoon usap sa bahay ang dios sa jerusalem mabangon ang ang bahay na joab na pagidataganda sa datdaton at roon na sititibker ang cimiento ang taas daan na apat na siko at daan na apat na siko ang siko ,0.5079655244748212
Agraman tallo a catoon dagiti dadackel a batbato ken maysa a catoon a baro a cayo ket dagiti paggasto maitedda nga aggapu iti balay ti ari,na may tatlong hanay na mga malaking bato at isang hanay ng bagong kahoy at ang magugugol ay ibigay na mula sa bahay ng hari,at tatlong na catoon ang bayang na bato sa isa na catoon na banga na kahoy at ang paggasto maitedda na manggagaling sa bahay ang hari,0.510112742687977
Ket casta met ti balitoc ken pirac nga alalicamen ti balay ti Dios isu nga innala ni Nabucodonosor idiay templo nga adda idiay Jerusalem ket naipan idiay Babilonia maisublida coma ken mayegda manen iti templo nga adda idiay Jerusalem tunggal maysa iti saadna ket icabilmonto ida idiay balay ti Dios,at ang ginto at pilak na mga sisidlan din naman ng bahay ng dios na inilabas ni nabucodonosor sa templo na nasa jerusalem at nangadala sa babilonia masauli at ipasok uli sa templo na nasa jerusalem bawat isay sa kanikaniyang dako at iyong ipaglalagay sa bahay ng dios ,at may din ang ginto sa pilak na alalicamen ang bahay ang dios kaniyang na dinala si nabucodonosor sa templo na nagkaroon sa jerusalem at naipan sa babilonia maisublida ang sa mayegda nagbalik sa templo na nagkaroon sa jerusalem bawat bukod sa anak at ilalagay sila sa iyong ang dios ,0.6905256497931962
Ita ngarud Tatnai a gobernador ti ballasiw ti Carayan Setarboznai ken dagiti caduayo nga Afarsakeos nga addacayo iti ballasiw ti Carayan umadayucayo dita,ngayon nga tatnai na tagapamahala sa dako roon ng ilog setharboznai at ang inyong mga kasama na mga apharsachita na nasa dako roon ng ilog magsilayo kayo mula riyan,ngayon nga tatnai na ahicam ang dako ang ilog setarboznai sa ang caduayo na afarsakeos na addacayo sa dako ang ilog umadayucayo magulang,0.5014483160085188
Bayanyo a sitatalna ti pannacaaramid ti balay ti Dios palubosanyo a ti gobernador dagiti Judios ken dagiti lallacay dagiti Judios bangonenda daytoy a balay ti Dios iti dissona,pabayaan ninyo ang gawain sa bahay na ito ng dios ipahintulot ninyo na itayo ng tagapamahala ng mga judio at ng mga matanda ng mga judio ang bahay na ito ng dios sa kaniyang dako,bayanyo na payapa ang paggagawa ang bahay ang dios palubosanyo na ang gobernador ang judio sa ang matanda ang judio bangonenda ito na bahay ang dios sa kaniyang,0.5701763551722303
Maysa pay agaramidac iti maysa a bilin no ania ti aramidenyonto cadagitoy lallacay dagiti Judios a maipaay iti panangbangon itoy a balay ti Dios a cadagiti cucua ti ari nga iti met laeng buis idiay ballasiw ti Carayan dagiti paggasto maitedda coma a buyugen ti amin a kinaregta cadagitoy a lallaki tapno dida matactac,bukod ditoy gumagawa ako ng pasiya kung ano ang inyong gagawin sa mga matandang ito ng mga judio sa pagtatayo ng bahay na ito ng dios na sa mga pagaari ng hari sa makatuwid bagay sa buwis sa dako roon ng ilog ang mga magugugol ay ibigay ng buong sikap sa mga taong ito upang huwag mangagluwat,bukod pa man sa isa na panginoon at anong ang ninyong man lallacay ang judio na kaniyang sa pagtatayo magkaasawa na bahay ang dios na sa buong ang hari na sa kaniyang at buis sa roon ang lingkod ang paggasto maitedda ang na niya ang lahat na mainam pagkain na anak upang hindi matactac,0.5231928464905216
Ket amin a masapulda vacvaca a lallaki ken carcarnero ken corcordero padapada nga agpaay iti daton a mapuuran a maipaay iti Dios ti langit casta met ti trigo asin arac ken lana a mayannurot iti sao dagiti papadi nga addada idiay Jerusalem maitedda coma cadacuada iti inaldawaldaw a di agcurang,at ang kanilang kakailanganin mga guyang toro at gayon din ang mga tupa at mga kordero na ukol sa mga handog na susunugin para sa dios ng langit trigo asin alak at langis ayon sa salita ng mga saserdote na nangasa jerusalem ibigay sa kanila arawaraw na walang pagsala,at lahat na masapulda vacvaca na anak sa carcarnero sa corcordero babae na tawag sa handog na handog na kaniyang sa dios ang langit may din ang trigo asin alak sa langis na kanilang sa panginoon ang saserdote na niyaon sa jerusalem maitedda ang kanila sa nangangayayat na hindi iyo,0.6032077689586495
Tapno idatagda dagiti datdaton a nabanglo a sayamusom iti Dios ti langit ken agcararagda a maipaay iti biag ti ari ken cadagiti annacna a lallaki,upang silay makapaghandog ng mga hain na pinaka masarap na amoy sa dios ng langit at idalangin ang buhay ng hari at ng kaniyang mga anak,upang ihaharap ang datdaton na nabanglo na panginoon sa dios ang langit sa dumalangin na kaniyang sa mo ang hari sa sa kaniyang na anak,0.5565160207910418
Casta met a nagaramidac iti maysa a bilin nga uray siasinoman a mamalbaliw itoy a sao masucto coma ti maysa a cayo ti balayna ket isu maibayog coma ken maicapet iti cayo ket ti balayna maaramid a maysa a gabsuon ti ibleng gapu itoy,ako namay gumawa ng pasiya na sinomang bumago ng salitang ito hugutan ng isang sikang ang kaniyang bahay at itaas siya at mabitin doon at ang kaniyang bahay ay maging tipunan ng dumi dahil dito,may din na nagaramidac sa isa na panginoon na kahit humipo na mamalbaliw magkaasawa na panginoon masucto ang ang isa na kahoy ang kaniyang at kaniyang maibayog ang sa dalawang sa kahoy at ang kaniyang apoy na isa na isang ang ibleng dahil magkaasawa ,0.42678201510599767
Ket ti Dios a mamagnaed ti naganna sadiay dadaelenna coma amin nga arari ken tattao a mangyunnat iti imada a mamalbaliw itoy met laeng a mangdadael itoy a balay ti Dios nga adda idiay Jerusalem,at lipulin ng dios na nagpatahan ng kaniyang pangalan doon ang lahat ng mga hari at mga bayan na maguunat ng kanilang kamay na baguhin upang gibain ang bahay na ito ng dios na nasa jerusalem,at ang dios na mamagnaed ang kaniyang macpela dadaelenna ang lahat na arari sa bayan na mangyunnat sa kanilang na mamalbaliw inyo kaniyang at na hari inyo na bahay ang dios na nagkaroon sa jerusalem,0.6017556946671584
Siac ni Dario inaramidco ti maysa a bilin maaramid coma a buyugen ti amin a kinaregta,akong si dario ang gumawa ng pasiya isagawa ng buong sikap,ako si dario ginawa ang isa na panginoon apoy ang na niya ang lahat na mainam,0.3546687011884243
Idin ni Tatnai a gobernador ti ballasiw ti Carayan ni Setarboznai ken dagiti caduada agsipud ta ni Dario nga ari imbaonna inaramidda a mayannurot iti amin a kinaregta,nang magkagayoy si tatnai na tagapamahala sa dako roon ng ilog si setharboznai at ang kanilang mga kasama dahil sa iniutos ni dario na hari ay gumawa ng buong sikap,sinabi si tatnai na ahicam ang dako ang lingkod si setarboznai sa ang caduada at at si dario na oh imbaonna gumawa na kanilang sa lahat na mainam,0.5248926582781753
Ket dagiti lallacay dagiti Judios binangonda ket rimmangayda gapu cadagiti padto da Haggeo a mammadto ken Zacarias nga anac ni Iddo,at ang mga matanda ng mga judio ay nangagtayo at nangapasulong ayon sa hula ni haggeo na propeta at ni zacarias na anak ni iddo,at ang matanda ang judio bahay at rimmangayda dahil sa padto moises haggeo na propeta sa zacharias na anak si iddo,0.5605070947565898
Ket binangonda ken lineppasda a mayannurot iti bilin ti Dios ti Israel ken mayannurot iti bilin da Ciro ken Dario ken Artaxerxes nga ari ti Persia,at kanilang itinayo at niyari ayon sa utos ng dios ng israel at ayon sa pasiya ni ciro at ni dario at ni artajerjes na hari sa persia,at itinayo sa lineppasda na kanilang sa panginoon ang dios ang israel sa kanilang sa panginoon moises ciro sa dario sa artaxerxes na hari ang persia,0.5396666655803428
Ket nalpas idi daytoy a balay iti maicatlo nga aldaw ti bulan ti Adar a maicanem a tawen ti panagari ni Dario nga ari,at ang bahay na ito ay nayari nang ikatlong araw ng buwan ng adar nang ikaanim na taon ng paghahari ni dario na hari,at matapos nang mo na bahay sa ikatlong na araw ang buwan ang niya na ikaanim na taon ang naghari si dario na oh,0.6658074794168048
Ket dagiti annac ti Israel dagiti papadi ken dagiti Levitas ken ti matda cadagiti annac ti pannacacayaw sinalimetmetanda ti pannacaisibbo daytoy a balay ti Dios a binuyog ti rago,at ang mga anak ni israel ang mga saserdote at ang mga levita at ang mga nalabi sa mga anak sa pagkabihag ay nangagdiwang ng pagtatalaga ng bahay na ito ng dios na may kagalakan,at ang anak ang israel ang saserdote sa ang levita sa ang matda sa anak ang assur sinalimetmetanda ang dambana mo na bahay ang dios na binuyog ang rago,0.5063768758195099
Ket indatagda iti daytoy a pannacaisibbo ti balay ti Dios ti sangagasut a vacvaca a lallaki duagasut a carcarnero uppat a gasut a corcordero ken maipaay iti daton ti basol a maipaay iti amin nga Israel sangapulo ket dua a calding a lallaki a mayannurot iti bilang dagiti caputotan ti Israel,at silay nangaghandog sa pagtatalaga ng bahay na ito ng dios ng isang daang baka dalawang daang lalaking tupa apat na raang kordero at ang pinaka handog dahil sa kasalanan na ukol sa buong israel ay labing dalawang lalaking kambing ayon sa bilang ng mga lipi ng israel ,at namatay sa mo na dambana ang bahay ang dios ang isaac na vacvaca na anak israel na gayon apat na siyam na corcordero sa sino sa handog ang kasalanan na kaniyang sa lahat na buong lalake at walong na gatas na anak na kanilang sa kampamento ang lipi ang israel ,0.5645331652707483
Ket insaadda dagiti papadi cadagiti pannacabingbingayda ken dagiti Levitas cadagiti pannacadasdasigda a maipaay ti panagservi iti Dios nga adda idiay Jerusalem cas naisurat iti libro ni Moises,at kanilang inilagay ang mga saserdote sa kanilang mga bahagi at ang mga levita sa kanilang mga paghahalihalili sa paglilingkod sa dios na nasa jerusalem gaya ng nasusulat sa aklat ni moises,at inilagay ang saserdote sa pannacabingbingayda sa ang levita sa pannacadasdasigda na kaniyang ang gersonita sa dios na nagkaroon sa jerusalem at nasusulat sa aklat si moises,0.6185685598254952
Ket dagiti annac ti pannacacayaw nagpascuada iti maicasangapulo ket uppat nga aldaw ti umuna a bulan,at ang mga anak sa pagkabihag ay nangagdiwang ng pascua nang ikalabing apat ng unang buwan,at ang anak ang assur nagpascuada sa ikalabing at apat na araw ang una na buwan,0.5609083361667876
Ta dagiti papadi ken dagiti Levitas naggugorda a nagtitipon nadalusda amin idi ket pinartida ti pascua gapu cadagiti amin nga annac ti pannacacayaw ken cadagiti cacabsatda a papadi ken gapu cadacuada met laeng,sapagkat ang mga saserdote at ang mga levita ay nangagpakalinis na magkakasama silang lahat ay malilinis at kanilang pinatay ang kordero ng paskua na ukol sa lahat ng mga anak sa pagkabihag at sa kanilang mga kapatid na mga saserdote at sa kanilang sarili,at ang saserdote sa ang levita naggugorda na magkasama nadalusda lahat nang at pinatay ang paskua dahil sa lahat na anak ang assur sa sa cacabsatda na saserdote sa dahil kanila kaniyang at ,0.50558745937036
Ket kinnan dagiti annac ti Israel a nagsubli a naggapu iti pannacacayaw ken amin a timmipon cadacuada a nangisina cadagiti bagida met laeng iti kinarugit dagiti nasnacion ti daga tapno sapulenda ni Jehova a Dios ti Israel,at ang mga anak ni israel na nangagbalik uli na mula sa pagkabihag at yaong lahat na sa kanilay nagsihiwalay sa karumihan ng mga bansa ng lupain upang hanapin ang panginoon ang dios ng israel ay nagsikain,at kinnan ang anak ang israel na kaniya na kaniyang sa assur sa lahat na timmipon kanila na nangisina sa bangkay kaniyang at sa karumihan ang bansa ang lupain upang sapulenda si panginoon na dios ang israel ,0.6385776471403704
Ket nginilinda a sirarago ti fiesta ti di nalevaduraan a tinapay bayat iti pito nga aldaw ta ni Jehova pinaragona ida ket pinasublina ti puso ti ari ti Asiria cadacuada tapno papigsaenna dagiti imimada iti panagaramid ti balay ti Dios a Dios ti Israel,at nangagdiwang ng kapistahan ng tinapay na walang lebadura na pitong araw na may kagalakan sapagkat pinapagkatuwa sila ng panginoon at nanumbalik ang puso ng hari sa asiria sa kanila upang palakasin ang kanilang mga kamay sa gawain sa bahay ng dios ng dios ng israel,at nginilinda na sirarago ang kapistahan ang hindi hinaluan na tinapay at sa araw na araw at si panginoon pinaragona sila at pinasublina ang puso ang hari ang asiria kanila upang papigsaenna ang kaniya sa maiinam ang bahay ang dios na dios ang israel,0.6084585651595056
Calpasan dagitoy idi panagari ni Artaxerxes nga ari ti Persia ni Esdras nga anac a lalaki ni Seraias nga anac a lalaki ni Azarias nga anac a lalaki ni Helcias,pagkatapos nga ng mga bagay na ito sa paghahari ni artajerjes na hari sa persia si ezra na anak ni seraias na anak ni azarias na anak ni hilcias,calpasan ito nang naghari si artaxerxes na hari ang persia si esdras na babae na lalake si seraias na babae na lalake si azarias na babae na lalake si hilcias,0.538039869593739
Nga anac a lalaki ni Sallum nga anac a lalaki ni Sadoc nga anac a lalaki ni Ahitob,na anak ni sallum na anak ni sadoc na anak ni achitob,na babae na lalake si sallum na babae na lalake si sadoc na babae na lalake si anak,0.35919554534615067
Nga anac a lalaki ni Amarias nga anac a lalaki ni Azarias nga anac a lalaki ni Meraiot,na anak ni amarias na anak ni azarias na anak ni meraioth,na babae na lalake si amarias na babae na lalake si azarias na babae na lalake si meraiot,0.41733723685510254
Nga anac a lalaki ni Zeraias nga anac a lalaki ni Uzzi nga anac a lalaki ni Buki,na anak ni zeraias na anak ni uzzi na anak ni bucci,na babae na lalake si zeraias na babae na lalake si uzzi na babae na lalake si buki,0.346747651121254
Nga anac a lalaki ni Abisue nga anac a lalaki ni Finees nga anac a lalaki ni Eleazar nga anac a lalaki ni Aaron a cangatoan a padi—,na anak ni abisue na anak ni phinees na anak ni eleazar na anak ni aaron na pangulong saserdote,na babae na lalake si abisue na babae na lalake si phinees na babae na lalake si eleazar na babae na lalake si aaron na kataastaasan na saserdote,0.41889370758866745
Daytoy nga Esdras simmangat a naggapu iti Babilonia,ang ezra na ito ay yumaon mula sa babilonia,mo na esdras simmangat na kaniyang sa babilonia,0.43196194748072064
Ket isu idi ti escriba a nalaing iti linteg ni Moises nga inted ni Jehova a Dios ti Israel ket ti ari impalubosna ti amin a dinawatna a mayannurot iti panangidalan ni Jehova a Diosna kencuana,at siyay kalihim na bihasa sa kautusan ni moises na ibinigay ng panginoon ng dios ng israel at tinulutan siya ng hari sa lahat niyang kahilingan ayon sa kamay ng panginoon niyang dios na sumasa kaniya,at kaniyang nang ang sisa na manggagawa sa batas si moises na ibinigay si panginoon na dios ang israel at ang hari impalubosna ang lahat na kaniyang na kanilang sa panangidalan si panginoon na dios kaniya,0.6204973743234568
Ket simmangat ti dadduma cadagiti annac ti Israel ken cadagiti papadi ken cadagiti Levitas ken cadagiti cumacanta ken cadagiti agaywan iti ruangan ken cadagiti Netineos idiay Jerusalem iti maicapito a tawen ni ari Artaxerxes,at nakiahon sa jerusalem ang ilan sa mga anak ni israel at sa mga saserdote at sa mga levita at sa mga mangaawit at sa mga tagatanodpinto at sa mga nethineo sa ikapitong taon ni artajerjes na hari,at simmangat ang dadduma sa anak ang israel sa sa saserdote sa sa levita sa sa mangaawit sa sa aking sa pintuan sa sa netineos sa nangyari sa ikapitong na taon si hari artaxerxes,0.573123626195922
Ket isu dimteng idiay Jerusalem iti maicalima a bulan nga isu idi ti maicapito a tawen ti ari,at siyay naparoon sa jerusalem sa ikalimang buwan na sa ikapitong taon ng hari,at kaniyang dagat sa nangyari sa ikalimang na buwan na kaniyang nang ang ikapitong na taon ang hari,0.4968475268083925
Ta iti umuna nga aldaw ti umuna a bulan nangrugi a simmangat a naggapu iti Babilonia ket iti umuna nga aldaw ti maicalima a bulan dimteng idiay Jerusalem a mayannurot iti naimbag a panangidalan ti Diosna kencuana,sapagkat sa unang araw ng unang buwan ay nagpasimula siyang umahon mula sa babilonia at sa unang araw ng ikalimang buwan ay dumating siya sa jerusalem ayon sa mabuting kamay ng kaniyang dios na sumasa kaniya,at sa una na araw ang una na buwan nagpasimula na simmangat na kaniyang sa babilonia at sa una na araw ang ikalimang na buwan siyay sa nangyari na kanilang sa mabuti na panangidalan ang dios kaniya,0.6594534164647359
Ta ni Esdras impapusona ti nagsapul iti linteg ni Jehova ken mangaramid kencuana ken mangisuro iti Israel cadagiti alalagaden ken anannuruten,sapagkat inilagak ni ezra ang kaniyang puso na hanapin ang kautusan ng panginoon at upang gawin at upang magturo sa israel ng mga palatuntunan at mga kahatulan,at si esdras impapusona ang niya sa batas si panginoon sa dios kaniya sa mangisuro sa israel sa alalagaden sa anannuruten,0.3320998133862883
Ket daytoy ti catucad ti surat nga inted ni ari Artaxerxes ken Esdras a padi nga escriba nga escriba met laeng dagiti sasao ti bilin ni Jehova ken dagiti ipaalagadna iti Israel,ito nga ang salin ng sulat na ibinigay ng haring artajerjes kay ezra na saserdote na kalihim na kalihim sa mga salita ng mga utos ng panginoon at ng kaniyang mga palatuntunan sa israel,at ito ang catucad ang inyo na ibinigay si hari artaxerxes sa esdras na saserdote na sisa na sisa kaniyang at ang salitang ang utos si panginoon sa ang ipaalagadna sa israel,0.5844522050261038
Ni Artaxerxes nga ari dagiti arari agturong ken Esdras a padi nga escriba ti linteg ti Dios ti langit napalongdo ken dadduma pay,si artajerjes na hari ng mga hari kay ezra na saserdote na kalihim sa kautusan ng dios ng langit na sakdal at iba pa,si artaxerxes na oh ang arari daan sa esdras na saserdote na sisa ang batas ang dios ang langit nawa sa iba pa,0.5562190039918967
Aramidec ti maysa a bilin a dagiti amin a tattao ti Israel ken dagiti padi ken Levitas iti pagturayac a sidadaan iti siwayawaya a nakemda met laeng a mapan idiay Jerusalem cumuyogda kenca,akoy gumagawa ng pasiya na silang lahat na sa bayan ng israel at ang kanilang mga saserdote at ang mga levita sa aking kaharian na nagakala ng kanilang sariling kusang kalooban na nagsiparoon sa jerusalem ay magsisama sa iyo,haing ang isa na panginoon na ang lahat na bayan ang israel sa ang saserdote sa levita sa pagturayac na sidadaan sa makakakain na nakemda kaniyang at na canaan sa jerusalem cumuyogda ko,0.530447775861759
Agsipud ta sica maibaonca gapu iti ari ken cadagiti pito a consejerona tapno mangsukimat iti Juda ken Jerusalem a mayannurot iti linteg ti Diosmo nga adda iti imam,yamang ikaw ay sinugo sa ganang hari at ng kaniyang pitong kasangguni upang magusisa tungkol sa juda at jerusalem ayon sa kautusan ng iyong dios na nasa iyong kamay,at at iyong maibaonca dahil sa hari sa sa araw na consejerona upang mangsukimat sa juda sa nangyari na kanilang sa batas ang dios na nagkaroon sa kamay,0.48198268992714977
Ken mangawit iti pirac ken balitoc a ti ari ken dagiti consejerona indatonda a siwayawaya iti Dios ti Israel a ti naedna adda idiay Jerusalem,at dalhin ang pilak at ginto na inihandog na kusa ng hari at ng kaniyang mga kasangguni sa dios ng israel na ang tahanan ay nasa jerusalem,sa mangawit sa pilak sa ginto na ang hari sa ang consejerona pinatungan na makakakain sa dios ang israel na ang naedna nagkaroon sa jerusalem,0.5572079640836584
Ken amin a pirac ken balitoc a magunodmo iti amin a provincia ti Babilonia agraman cadagiti datdaton ti sibubulos a nakem dagiti tattao ken dagiti padi idinto nga yawatda a siaayat ti nakemda a maipaay iti balay ti Diosda nga adda idiay Jerusalem,at ang lahat na pilak at ginto na iyong masusumpungan sa buong lalawigan ng babilonia pati ng kusang handog ng bayan at ng mga saserdote na mga naghahandog na kusa sa bahay ng kanilang dios na nasa jerusalem,sa lahat na pilak sa ginto na magunodmo sa lahat na lalawigan ang babilonia at sa datdaton ang handog na nakem ang bayan sa ang saserdote siyay na yawatda na kaniyang ang nakemda na kaniyang sa bahay ang dios na nagkaroon sa jerusalem,0.6194299305718337
Ngarud igatangmonto babaen iti amin a regta daytoy a cuarta cadagiti vacvaca a lallaki carcarnero corcordero agraman datdatonda a macan ken datdatonda a mainum ket idatagmonto ida iti rabaw ti altar ti balay ti Diosmo nga adda idiay Jerusalem,kayat ibibili mo ng buong sikap ang salaping ito ng mga toro mga lalaking tupa mga kordero pati ng mga handog na harina at ng mga handog na inumin ng mga yaon at iyong ihahandog sa ibabaw ng dambana ng bahay ng inyong dios na nasa jerusalem,nga igatangmonto pamamagitan sa lahat na regta mo na salapi sa vacvaca na anak tupa corcordero at magiging na handog sa datdatonda na handog at igagawad sila sa ibabaw ang dambana ang bahay ang dios na nagkaroon sa jerusalem,0.5298867670779275
Ket uray aniaman a naimbagto kenca ken cadagiti cacabsatmo nga aramidenyo iti matda iti pirac ken balitoc aramidenyo a mayannurot iti nakem ti Diosyo,at anomang akalain mong mabuti at ng iyong mga kapatid na gawin sa labis sa pilak at ginto gawin ninyo ayon sa kalooban ng inyong dios,at kahit salita na naimbagto iyo sa sa lahat na gawin sa niya sa pilak sa ginto gawin na kanilang sa nakem ang dios,0.4734607566126531
Ket dagiti alalicamen a naited kenca a maipaay iti panagservi ti balay ti Diosmo yawatmo iti sangoanan ti Dios ti Jerusalem,at ang mga sisidlang nabigay sa iyo na ukol sa paglilingkod sa bahay ng iyong dios ibigay mo sa harap ng dios sa jerusalem,at ang alalicamen na naited iyo na kaniyang sa gersonita ang bahay ang dios ibigay sa panginoon ang dios ang jerusalem,0.5399975761606604
Ket uray ania pay a masapulto a maipaay iti balay ti Diosmo nga addanto pacasapulam nga ited itdemto nga aggapu iti balay ti gameng ti ari,at anomang kakailanganin pa sa bahay ng iyong dios na ipagkakailangan mong ibigay ibigay mo na mula sa bahay ng kayamanan ng hari,at kahit anong pa na masapulto na kaniyang sa bahay ang dios na magkakaroon pacasapulam na hindi karamdamang na manggagaling sa bahay ang gameng ang hari,0.4798883967513518
Ket siac a siac met laeng ni Artaxerxes nga ari aramidec ti maysa a bilin cadagiti amin a mangaywan cadagiti gamgameng nga adda iti ballasiw ti Carayan nga uray aniaman a dawatento cadacayo ni Esdras a padi nga escriba ti linteg ti Dios ti langit maaramid coma a buyugen ti amin a kinaregta,at ako akong si artajerjes na hari nagpasiya sa lahat na mga tagaingatyaman na nasa dako roon ng ilog na anomang hingin sa inyo ni ezra na saserdote na kalihim sa kautusan ng dios ng langit ibigay ng buong sikap,at hindi na ako kaniyang at si artaxerxes na oh haing ang isa na panginoon sa lahat na lalake sa gamgameng na nagkaroon sa dako ang ilog na kahit salita na dawatento naglabas si esdras na saserdote na sisa ang batas ang dios ang langit ito ang na niya ang lahat na mainam,0.5019258097109601
Agingga iti sangagasut a talento a pirac ken sangagasut a casucat a trigo ken sangagasut a bat nga arac ken sangagasut a bat a lana ken asin a di makedngan ti caadu,hanggang isang daang talentong pilak at hanggang isang daang takal ng trigo at isang daang bath ng alak at isang daang bath ng langis at asin na walang tasa,lumusong sa isaac na taganas na pilak sa isaac na takal na trigo sa isaac na bathsheba na alak sa isaac na bathsheba na langis sa asin na hindi makedngan ang ephraim,0.41309093188170304
Uray aniaman a maibilin gapu iti Dios ti langit maaramid coma nga apagisu a maipaay iti balay ti Dios ti langit ta apayapay nga addanto pungtot a maibusor iti pagarian ti ari ken cadagiti annacna a lallaki,anomang iniutos ng dios ng langit gawing lubos sa bahay ng dios ng langit sapagkat bakit magkakaroon ng poot ng dios laban sa kaharian ng hari at ng kaniyang mga anak,kahit salita na maibilin dahil sa dios ang langit ito ang na apagisu na kaniyang sa bahay ang dios ang langit at kaniya na magkakaroon galit na israel sa kaharian ang hari sa sa kaniyang na anak,0.5270150673797772
